scenario,controller,alpha0,ph_lambda,kappa_drift_penalty,picp_90_mean,picp_90_ci_low,picp_90_ci_high,mean_interval_width_mean,mean_interval_width_ci_low,mean_interval_width_ci_high,expected_cost_usd_mean,expected_cost_usd_ci_low,expected_cost_usd_ci_high,intervention_rate_mean,intervention_rate_ci_low,intervention_rate_ci_high
drift_combo,dc3s_ftit,0.050000,3.000000,0.500000,0.930556,0.898810,0.952381,13707.437815,13246.265667,13958.235368,415325601.371997,414614969.075294,416086390.334708,0.055555,0.053571,0.059524
drift_combo,dc3s_ftit,0.050000,3.000000,0.700000,0.930556,0.898810,0.952381,13707.437815,13246.265667,13958.235368,415325601.371997,414614969.075294,416086390.334708,0.055555,0.053571,0.059524
drift_combo,dc3s_ftit,0.050000,5.000000,0.300000,0.930556,0.898810,0.952381,13707.437815,13246.265667,13958.235368,415325601.371997,414614969.075294,416086390.334708,0.055555,0.053571,0.059524
drift_combo,dc3s_ftit,0.050000,5.000000,0.500000,0.930556,0.898810,0.952381,13707.437815,13246.265667,13958.235368,415325601.371997,414614969.075294,416086390.334708,0.055555,0.053571,0.059524
drift_combo,dc3s_ftit,0.050000,5.000000,0.700000,0.930556,0.898810,0.952381,13707.437815,13246.265667,13958.235368,415325601.371997,414614969.075294,416086390.334708,0.055555,0.053571,0.059524
drift_combo,dc3s_ftit,0.050000,7.000000,0.300000,0.930556,0.898810,0.952381,13707.437815,13246.265667,13958.235368,415325601.371997,414614969.075294,416086390.334708,0.055555,0.053571,0.059524
drift_combo,dc3s_ftit,0.050000,7.000000,0.500000,0.930556,0.898810,0.952381,13707.437815,13246.265667,13958.235368,415325601.371997,414614969.075294,416086390.334708,0.055555,0.053571,0.059524
drift_combo,dc3s_ftit,0.050000,7.000000,0.700000,0.930556,0.898810,0.952381,13707.437815,13246.265667,13958.235368,415325601.371997,414614969.075294,416086390.334708,0.055555,0.053571,0.059524
drift_combo,dc3s_ftit,0.100000,3.000000,0.300000,0.930556,0.898810,0.952381,13707.437815,13246.265667,13958.235368,415325601.371997,414614969.075294,416086390.334708,0.055555,0.053571,0.059524
drift_combo,dc3s_ftit,0.100000,3.000000,0.500000,0.930556,0.898810,0.952381,13707.437815,13246.265667,13958.235368,415325601.371997,414614969.075294,416086390.334708,0.055555,0.053571,0.059524
drift_combo,dc3s_ftit,0.100000,3.000000,0.700000,0.930556,0.898810,0.952381,13707.437815,13246.265667,13958.235368,415325601.371997,414614969.075294,416086390.334708,0.055555,0.053571,0.059524
drift_combo,dc3s_ftit,0.100000,5.000000,0.300000,0.930556,0.898810,0.952381,13707.437815,13246.265667,13958.235368,415325601.371997,414614969.075294,416086390.334708,0.055555,0.053571,0.059524
drift_combo,dc3s_ftit,0.100000,5.000000,0.500000,0.930556,0.898810,0.952381,13707.437815,13246.265667,13958.235368,415325601.371997,414614969.075294,416086390.334708,0.055555,0.053571,0.059524
drift_combo,dc3s_ftit,0.100000,5.000000,0.700000,0.930556,0.898810,0.952381,13707.437815,13246.265667,13958.235368,415325601.371997,414614969.075294,416086390.334708,0.055555,0.053571,0.059524
drift_combo,dc3s_ftit,0.100000,7.000000,0.300000,0.930556,0.898810,0.952381,13707.437815,13246.265667,13958.235368,415325601.371997,414614969.075294,416086390.334708,0.055555,0.053571,0.059524
drift_combo,dc3s_ftit,0.100000,7.000000,0.500000,0.930556,0.898810,0.952381,13707.437815,13246.265667,13958.235368,415325601.371997,414614969.075294,416086390.334708,0.055555,0.053571,0.059524
drift_combo,dc3s_ftit,0.100000,7.000000,0.700000,0.930556,0.898810,0.952381,13707.437815,13246.265667,13958.235368,415325601.371997,414614969.075294,416086390.334708,0.055555,0.053571,0.059524
drift_combo,dc3s_ftit,0.150000,3.000000,0.300000,0.930556,0.898810,0.952381,13707.437815,13246.265667,13958.235368,415325601.371997,414614969.075294,416086390.334708,0.055555,0.053571,0.059524
drift_combo,dc3s_ftit,0.150000,3.000000,0.500000,0.930556,0.898810,0.952381,13707.437815,13246.265667,13958.235368,415325601.371997,414614969.075294,416086390.334708,0.055555,0.053571,0.059524
drift_combo,dc3s_ftit,0.150000,3.000000,0.700000,0.930556,0.898810,0.952381,13707.437815,13246.265667,13958.235368,415325601.371997,414614969.075294,416086390.334708,0.055555,0.053571,0.059524
drift_combo,dc3s_ftit,0.150000,5.000000,0.300000,0.930556,0.898810,0.952381,13707.437815,13246.265667,13958.235368,415325601.371997,414614969.075294,416086390.334708,0.055555,0.053571,0.059524
drift_combo,dc3s_ftit,0.150000,5.000000,0.500000,0.930556,0.898810,0.952381,13707.437815,13246.265667,13958.235368,415325601.371997,414614969.075294,416086390.334708,0.055555,0.053571,0.059524
drift_combo,dc3s_ftit,0.150000,5.000000,0.700000,0.930556,0.898810,0.952381,13707.437815,13246.265667,13958.235368,415325601.371997,414614969.075294,416086390.334708,0.055555,0.053571,0.059524
drift_combo,dc3s_ftit,0.150000,7.000000,0.300000,0.930556,0.898810,0.952381,13707.437815,13246.265667,13958.235368,415325601.371997,414614969.075294,416086390.334708,0.055555,0.053571,0.059524
drift_combo,dc3s_ftit,0.150000,7.000000,0.500000,0.930556,0.898810,0.952381,13707.437815,13246.265667,13958.235368,415325601.371997,414614969.075294,416086390.334708,0.055555,0.053571,0.059524
drift_combo,dc3s_ftit,0.150000,7.000000,0.700000,0.930556,0.898810,0.952381,13707.437815,13246.265667,13958.235368,415325601.371997,414614969.075294,416086390.334708,0.055555,0.053571,0.059524
drift_combo,aci_conformal,0.050000,3.000000,0.300000,0.898810,0.898810,0.898810,16497.455901,16157.586578,16756.126352,414924476.859626,414214802.957757,415712615.966999,0.017857,0.017857,0.017857
drift_combo,aci_conformal,0.050000,3.000000,0.500000,0.898810,0.898810,0.898810,16497.455901,16157.586578,16756.126352,414924476.859626,414214802.957757,415712615.966999,0.017857,0.017857,0.017857
drift_combo,aci_conformal,0.050000,3.000000,0.700000,0.898810,0.898810,0.898810,16497.455901,16157.586578,16756.126352,414924476.859626,414214802.957757,415712615.966999,0.017857,0.017857,0.017857
drift_combo,aci_conformal,0.050000,5.000000,0.300000,0.898810,0.898810,0.898810,16497.455901,16157.586578,16756.126352,414924476.859626,414214802.957757,415712615.966999,0.017857,0.017857,0.017857
drift_combo,aci_conformal,0.050000,5.000000,0.500000,0.898810,0.898810,0.898810,16497.455901,16157.586578,16756.126352,414924476.859626,414214802.957757,415712615.966999,0.017857,0.017857,0.017857
drift_combo,aci_conformal,0.050000,5.000000,0.700000,0.898810,0.898810,0.898810,16497.455901,16157.586578,16756.126352,414924476.859626,414214802.957757,415712615.966999,0.017857,0.017857,0.017857
drift_combo,aci_conformal,0.050000,7.000000,0.300000,0.898810,0.898810,0.898810,16497.455901,16157.586578,16756.126352,414924476.859626,414214802.957757,415712615.966999,0.017857,0.017857,0.017857
drift_combo,aci_conformal,0.050000,7.000000,0.500000,0.898810,0.898810,0.898810,16497.455901,16157.586578,16756.126352,414924476.859626,414214802.957757,415712615.966999,0.017857,0.017857,0.017857
drift_combo,aci_conformal,0.050000,7.000000,0.700000,0.898810,0.898810,0.898810,16497.455901,16157.586578,16756.126352,414924476.859626,414214802.957757,415712615.966999,0.017857,0.017857,0.017857
drift_combo,aci_conformal,0.100000,3.000000,0.300000,0.898810,0.898810,0.898810,16497.455901,16157.586578,16756.126352,414924476.859626,414214802.957757,415712615.966999,0.017857,0.017857,0.017857
drift_combo,aci_conformal,0.100000,3.000000,0.500000,0.898810,0.898810,0.898810,16497.455901,16157.586578,16756.126352,414924476.859626,414214802.957757,415712615.966999,0.017857,0.017857,0.017857
drift_combo,aci_conformal,0.100000,3.000000,0.700000,0.898810,0.898810,0.898810,16497.455901,16157.586578,16756.126352,414924476.859626,414214802.957757,415712615.966999,0.017857,0.017857,0.017857
drift_combo,aci_conformal,0.100000,5.000000,0.300000,0.898810,0.898810,0.898810,16497.455901,16157.586578,16756.126352,414924476.859626,414214802.957757,415712615.966999,0.017857,0.017857,0.017857
drift_combo,aci_conformal,0.100000,5.000000,0.500000,0.898810,0.898810,0.898810,16497.455901,16157.586578,16756.126352,414924476.859626,414214802.957757,415712615.966999,0.017857,0.017857,0.017857
drift_combo,aci_conformal,0.100000,5.000000,0.700000,0.898810,0.898810,0.898810,16497.455901,16157.586578,16756.126352,414924476.859626,414214802.957757,415712615.966999,0.017857,0.017857,0.017857
drift_combo,aci_conformal,0.100000,7.000000,0.300000,0.898810,0.898810,0.898810,16497.455901,16157.586578,16756.126352,414924476.859626,414214802.957757,415712615.966999,0.017857,0.017857,0.017857
drift_combo,aci_conformal,0.100000,7.000000,0.500000,0.898810,0.898810,0.898810,16497.455901,16157.586578,16756.126352,414924476.859626,414214802.957757,415712615.966999,0.017857,0.017857,0.017857
drift_combo,aci_conformal,0.100000,7.000000,0.700000,0.898810,0.898810,0.898810,16497.455901,16157.586578,16756.126352,414924476.859626,414214802.957757,415712615.966999,0.017857,0.017857,0.017857
drift_combo,aci_conformal,0.150000,3.000000,0.300000,0.898810,0.898810,0.898810,16497.455901,16157.586578,16756.126352,414924476.859626,414214802.957757,415712615.966999,0.017857,0.017857,0.017857
drift_combo,aci_conformal,0.150000,3.000000,0.500000,0.898810,0.898810,0.898810,16497.455901,16157.586578,16756.126352,414924476.859626,414214802.957757,415712615.966999,0.017857,0.017857,0.017857
drift_combo,aci_conformal,0.150000,3.000000,0.700000,0.898810,0.898810,0.898810,16497.455901,16157.586578,16756.126352,414924476.859626,414214802.957757,415712615.966999,0.017857,0.017857,0.017857
drift_combo,aci_conformal,0.150000,5.000000,0.300000,0.898810,0.898810,0.898810,16497.455901,16157.586578,16756.126352,414924476.859626,414214802.957757,415712615.966999,0.017857,0.017857,0.017857
drift_combo,aci_conformal,0.150000,5.000000,0.500000,0.898810,0.898810,0.898810,16497.455901,16157.586578,16756.126352,414924476.859626,414214802.957757,415712615.966999,0.017857,0.017857,0.017857
drift_combo,aci_conformal,0.150000,5.000000,0.700000,0.898810,0.898810,0.898810,16497.455901,16157.586578,16756.126352,414924476.859626,414214802.957757,415712615.966999,0.017857,0.017857,0.017857
drift_combo,aci_conformal,0.150000,7.000000,0.300000,0.898810,0.898810,0.898810,16497.455901,16157.586578,16756.126352,414924476.859626,414214802.957757,415712615.966999,0.017857,0.017857,0.017857
drift_combo,aci_conformal,0.150000,7.000000,0.500000,0.898810,0.898810,0.898810,16497.455901,16157.586578,16756.126352,414924476.859626,414214802.957757,415712615.966999,0.017857,0.017857,0.017857
drift_combo,aci_conformal,0.150000,7.000000,0.700000,0.898810,0.898810,0.898810,16497.455901,16157.586578,16756.126352,414924476.859626,414214802.957757,415712615.966999,0.017857,0.017857,0.017857
drift_combo,scenario_robust,0.050000,3.000000,0.300000,0.946429,0.940476,0.952381,22968.940748,22432.402668,23665.139103,414755017.497651,414050181.101131,415506419.445859,0.000000,0.000000,0.000000
drift_combo,scenario_robust,0.050000,3.000000,0.500000,0.946429,0.940476,0.952381,22968.940748,22432.402668,23665.139103,414755017.497651,414050181.101131,415506419.445859,0.000000,0.000000,0.000000
drift_combo,scenario_robust,0.050000,3.000000,0.700000,0.946429,0.940476,0.952381,22968.940748,22432.402668,23665.139103,414755017.497651,414050181.101131,415506419.445859,0.000000,0.000000,0.000000
drift_combo,scenario_robust,0.050000,5.000000,0.300000,0.946429,0.940476,0.952381,22968.940748,22432.402668,23665.139103,414755017.497651,414050181.101131,415506419.445859,0.000000,0.000000,0.000000
drift_combo,scenario_robust,0.050000,5.000000,0.500000,0.946429,0.940476,0.952381,22968.940748,22432.402668,23665.139103,414755017.497651,414050181.101131,415506419.445859,0.000000,0.000000,0.000000
drift_combo,scenario_robust,0.050000,5.000000,0.700000,0.946429,0.940476,0.952381,22968.940748,22432.402668,23665.139103,414755017.497651,414050181.101131,415506419.445859,0.000000,0.000000,0.000000
drift_combo,scenario_robust,0.050000,7.000000,0.300000,0.946429,0.940476,0.952381,22968.940748,22432.402668,23665.139103,414755017.497651,414050181.101131,415506419.445859,0.000000,0.000000,0.000000
drift_combo,scenario_robust,0.050000,7.000000,0.500000,0.946429,0.940476,0.952381,22968.940748,22432.402668,23665.139103,414755017.497651,414050181.101131,415506419.445859,0.000000,0.000000,0.000000
drift_combo,scenario_robust,0.050000,7.000000,0.700000,0.946429,0.940476,0.952381,22968.940748,22432.402668,23665.139103,414755017.497651,414050181.101131,415506419.445859,0.000000,0.000000,0.000000
drift_combo,scenario_robust,0.100000,3.000000,0.300000,0.946429,0.940476,0.952381,22968.940748,22432.402668,23665.139103,414755017.497651,414050181.101131,415506419.445859,0.000000,0.000000,0.000000
drift_combo,scenario_robust,0.100000,3.000000,0.500000,0.946429,0.940476,0.952381,22968.940748,22432.402668,23665.139103,414755017.497651,414050181.101131,415506419.445859,0.000000,0.000000,0.000000
drift_combo,scenario_robust,0.100000,3.000000,0.700000,0.946429,0.940476,0.952381,22968.940748,22432.402668,23665.139103,414755017.497651,414050181.101131,415506419.445859,0.000000,0.000000,0.000000
drift_combo,scenario_robust,0.100000,5.000000,0.300000,0.946429,0.940476,0.952381,22968.940748,22432.402668,23665.139103,414755017.497651,414050181.101131,415506419.445859,0.000000,0.000000,0.000000
drift_combo,scenario_robust,0.100000,5.000000,0.500000,0.946429,0.940476,0.952381,22968.940748,22432.402668,23665.139103,414755017.497651,414050181.101131,415506419.445859,0.000000,0.000000,0.000000
drift_combo,scenario_robust,0.100000,5.000000,0.700000,0.946429,0.940476,0.952381,22968.940748,22432.402668,23665.139103,414755017.497651,414050181.101131,415506419.445859,0.000000,0.000000,0.000000
drift_combo,scenario_robust,0.100000,7.000000,0.300000,0.946429,0.940476,0.952381,22968.940748,22432.402668,23665.139103,414755017.497651,414050181.101131,415506419.445859,0.000000,0.000000,0.000000
drift_combo,scenario_robust,0.100000,7.000000,0.500000,0.946429,0.940476,0.952381,22968.940748,22432.402668,23665.139103,414755017.497651,414050181.101131,415506419.445859,0.000000,0.000000,0.000000
drift_combo,scenario_robust,0.100000,7.000000,0.700000,0.946429,0.940476,0.952381,22968.940748,22432.402668,23665.139103,414755017.497651,414050181.101131,415506419.445859,0.000000,0.000000,0.000000
drift_combo,scenario_robust,0.150000,3.000000,0.300000,0.946429,0.940476,0.952381,22968.940748,22432.402668,23665.139103,414755017.497651,414050181.101131,415506419.445859,0.000000,0.000000,0.000000
drift_combo,scenario_robust,0.150000,3.000000,0.500000,0.946429,0.940476,0.952381,22968.940748,22432.402668,23665.139103,414755017.497651,414050181.101131,415506419.445859,0.000000,0.000000,0.000000
drift_combo,scenario_robust,0.150000,3.000000,0.700000,0.946429,0.940476,0.952381,22968.940748,22432.402668,23665.139103,414755017.497651,414050181.101131,415506419.445859,0.000000,0.000000,0.000000
drift_combo,scenario_robust,0.150000,5.000000,0.300000,0.946429,0.940476,0.952381,22968.940748,22432.402668,23665.139103,414755017.497651,414050181.101131,415506419.445859,0.000000,0.000000,0.000000
drift_combo,scenario_robust,0.150000,5.000000,0.500000,0.946429,0.940476,0.952381,22968.940748,22432.402668,23665.139103,414755017.497651,414050181.101131,415506419.445859,0.000000,0.000000,0.000000
drift_combo,scenario_robust,0.150000,5.000000,0.700000,0.946429,0.940476,0.952381,22968.940748,22432.402668,23665.139103,414755017.497651,414050181.101131,415506419.445859,0.000000,0.000000,0.000000
drift_combo,scenario_robust,0.150000,7.000000,0.300000,0.946429,0.940476,0.952381,22968.940748,22432.402668,23665.139103,414755017.497651,414050181.101131,415506419.445859,0.000000,0.000000,0.000000
drift_combo,scenario_robust,0.150000,7.000000,0.500000,0.946429,0.940476,0.952381,22968.940748,22432.402668,23665.139103,414755017.497651,414050181.101131,415506419.445859,0.000000,0.000000,0.000000
drift_combo,scenario_robust,0.150000,7.000000,0.700000,0.946429,0.940476,0.952381,22968.940748,22432.402668,23665.139103,414755017.497651,414050181.101131,415506419.445859,0.000000,0.000000,0.000000
drift_combo,scenario_mpc,0.050000,3.000000,0.300000,0.636905,0.625000,0.654762,8158.022807,8149.017880,8175.366090,414755017.497651,414050181.101131,415506419.445859,0.000000,0.000000,0.000000
drift_combo,scenario_mpc,0.050000,3.000000,0.500000,0.636905,0.625000,0.654762,8158.022807,8149.017880,8175.366090,414755017.497651,414050181.101131,415506419.445859,0.000000,0.000000,0.000000
drift_combo,scenario_mpc,0.050000,3.000000,0.700000,0.636905,0.625000,0.654762,8158.022807,8149.017880,8175.366090,414755017.497651,414050181.101131,415506419.445859,0.000000,0.000000,0.000000
drift_combo,scenario_mpc,0.050000,5.000000,0.300000,0.636905,0.625000,0.654762,8158.022807,8149.017880,8175.366090,414755017.497651,414050181.101131,415506419.445859,0.000000,0.000000,0.000000
drift_combo,scenario_mpc,0.050000,5.000000,0.500000,0.636905,0.625000,0.654762,8158.022807,8149.017880,8175.366090,414755017.497651,414050181.101131,415506419.445859,0.000000,0.000000,0.000000
drift_combo,scenario_mpc,0.050000,5.000000,0.700000,0.636905,0.625000,0.654762,8158.022807,8149.017880,8175.366090,414755017.497651,414050181.101131,415506419.445859,0.000000,0.000000,0.000000
drift_combo,scenario_mpc,0.050000,7.000000,0.300000,0.636905,0.625000,0.654762,8158.022807,8149.017880,8175.366090,414755017.497651,414050181.101131,415506419.445859,0.000000,0.000000,0.000000
drift_combo,scenario_mpc,0.050000,7.000000,0.500000,0.636905,0.625000,0.654762,8158.022807,8149.017880,8175.366090,414755017.497651,414050181.101131,415506419.445859,0.000000,0.000000,0.000000
drift_combo,scenario_mpc,0.050000,7.000000,0.700000,0.636905,0.625000,0.654762,8158.022807,8149.017880,8175.366090,414755017.497651,414050181.101131,415506419.445859,0.000000,0.000000,0.000000
drift_combo,scenario_mpc,0.100000,3.000000,0.300000,0.636905,0.625000,0.654762,8158.022807,8149.017880,8175.366090,414755017.497651,414050181.101131,415506419.445859,0.000000,0.000000,0.000000
drift_combo,scenario_mpc,0.100000,3.000000,0.500000,0.636905,0.625000,0.654762,8158.022807,8149.017880,8175.366090,414755017.497651,414050181.101131,415506419.445859,0.000000,0.000000,0.000000
drift_combo,scenario_mpc,0.100000,3.000000,0.700000,0.636905,0.625000,0.654762,8158.022807,8149.017880,8175.366090,414755017.497651,414050181.101131,415506419.445859,0.000000,0.000000,0.000000
drift_combo,scenario_mpc,0.100000,5.000000,0.300000,0.636905,0.625000,0.654762,8158.022807,8149.017880,8175.366090,414755017.497651,414050181.101131,415506419.445859,0.000000,0.000000,0.000000
drift_combo,scenario_mpc,0.100000,5.000000,0.500000,0.636905,0.625000,0.654762,8158.022807,8149.017880,8175.366090,414755017.497651,414050181.101131,415506419.445859,0.000000,0.000000,0.000000
drift_combo,scenario_mpc,0.100000,5.000000,0.700000,0.636905,0.625000,0.654762,8158.022807,8149.017880,8175.366090,414755017.497651,414050181.101131,415506419.445859,0.000000,0.000000,0.000000
drift_combo,scenario_mpc,0.100000,7.000000,0.300000,0.636905,0.625000,0.654762,8158.022807,8149.017880,8175.366090,414755017.497651,414050181.101131,415506419.445859,0.000000,0.000000,0.000000
drift_combo,scenario_mpc,0.100000,7.000000,0.500000,0.636905,0.625000,0.654762,8158.022807,8149.017880,8175.366090,414755017.497651,414050181.101131,415506419.445859,0.000000,0.000000,0.000000
drift_combo,scenario_mpc,0.100000,7.000000,0.700000,0.636905,0.625000,0.654762,8158.022807,8149.017880,8175.366090,414755017.497651,414050181.101131,415506419.445859,0.000000,0.000000,0.000000
drift_combo,scenario_mpc,0.150000,3.000000,0.300000,0.636905,0.625000,0.654762,8158.022807,8149.017880,8175.366090,414755017.497651,414050181.101131,415506419.445859,0.000000,0.000000,0.000000
drift_combo,scenario_mpc,0.150000,3.000000,0.500000,0.636905,0.625000,0.654762,8158.022807,8149.017880,8175.366090,414755017.497651,414050181.101131,415506419.445859,0.000000,0.000000,0.000000
drift_combo,scenario_mpc,0.150000,3.000000,0.700000,0.636905,0.625000,0.654762,8158.022807,8149.017880,8175.366090,414755017.497651,414050181.101131,415506419.445859,0.000000,0.000000,0.000000
drift_combo,scenario_mpc,0.150000,5.000000,0.300000,0.636905,0.625000,0.654762,8158.022807,8149.017880,8175.366090,414755017.497651,414050181.101131,415506419.445859,0.000000,0.000000,0.000000
drift_combo,scenario_mpc,0.150000,5.000000,0.500000,0.636905,0.625000,0.654762,8158.022807,8149.017880,8175.366090,414755017.497651,414050181.101131,415506419.445859,0.000000,0.000000,0.000000
drift_combo,scenario_mpc,0.150000,5.000000,0.700000,0.636905,0.625000,0.654762,8158.022807,8149.017880,8175.366090,414755017.497651,414050181.101131,415506419.445859,0.000000,0.000000,0.000000
drift_combo,scenario_mpc,0.150000,7.000000,0.300000,0.636905,0.625000,0.654762,8158.022807,8149.017880,8175.366090,414755017.497651,414050181.101131,415506419.445859,0.000000,0.000000,0.000000
drift_combo,scenario_mpc,0.150000,7.000000,0.500000,0.636905,0.625000,0.654762,8158.022807,8149.017880,8175.366090,414755017.497651,414050181.101131,415506419.445859,0.000000,0.000000,0.000000
drift_combo,scenario_mpc,0.150000,7.000000,0.700000,0.636905,0.625000,0.654762,8158.022807,8149.017880,8175.366090,414755017.497651,414050181.101131,415506419.445859,0.000000,0.000000,0.000000
